Drug_ID	Drug	Y
"Drug 38973"	"Cc1ccnc(NC(=S)Nc2ccccc2Cl)c1"	0
"Drug 38974"	"COc1ccccc1NC(=S)Nc1cc(C)ccn1"	0
"Drug 38975"	"Cc1ccnc(NC(=S)Nc2cccc(Cl)c2)c1"	0
"Drug 38976"	"Cc1cc(C)nc(NC(=S)Nc2ccccc2Cl)c1"	0
"Drug 38977"	"COc1ccccc1NC(=S)Nc1cc(C)cc(C)n1"	0
"Drug 38978"	"Cc1cc(C)nc(NC(=S)Nc2cccc(Cl)c2)c1"	0
"Drug 38979"	"Cc1cc(C)nc(NC(=S)Nc2ccc(Cl)cc2)c1"	0
"Drug 38980"	"COc1ccc(NC(=S)Nc2cc(C)cc(C)n2)cc1"	0
"Drug 38981"	"Cc1c(C=NNC(=S)Nc2ccc(Cl)cc2)c(=O)n(-c2ccccc2)n1C"	0
"Drug 38982"	"Cc1c(C=NNC(=S)Nc2ccccc2Cl)c(=O)n(-c2ccccc2)n1C"	0
"Drug 38983"	"Cc1c(NC(=S)NN)c(=O)n(-c2ccccc2)n1C"	0
"Drug 38984"	"CC(=O)OCCCCN1C(=O)CSc2ccccc21"	0
"Drug 38985"	"O=C1COc2cccnc2N1CCCCO"	0
"Drug 38986"	"Cc1c2cccc-2c(OCCO)cc2c1[nH]c1ccccc12"	0
"Drug 38987"	"COc1ccc(C=CC(=O)c2nc3ccccc3[nH]2)cc1"	0
"Drug 38988"	"O=C(C=Cc1ccc([N+](=O)[O-])cc1)c1nc2ccccc2[nH]1"	0
"Drug 38989"	"COc1ccc(C=CC(=O)c2nc3ccccc3n2C)cc1"	0
"Drug 38990"	"Cn1c(C(=O)C=Cc2ccc([N+](=O)[O-])cc2)nc2ccccc21"	0
"Drug 38991"	"CC12c3c4cccc3Oc3cc(N)cc(c31)Oc1cc(N)cc(c12)O4"	0
"Drug 38992"	"Nc1cc2c3c(c1)Oc1cc(N)cc4c1C3c1c(cc(N)cc1O4)O2"	1
"Drug 38993"	"CC12c3c4ccc(C=O)c3Oc3ccc(C=O)c(c31)Oc1ccc(C=O)c(c12)O4"	0
"Drug 38994"	"CC12c3c4ccc(C=O)c3Oc3ccc(C=O)c(c31)Oc1c(C=O)ccc(c12)O4"	0
"Drug 38995"	"NC12c3c4cccc3Oc3cccc(c31)Oc1cccc(c12)O4"	0
"Drug 38996"	"Cc1ccc(S(=O)(=O)N(CCN2C(=O)c3ccccc3C2=O)c2cc3c4c(c2)Oc2cc(N(CCN5C(=O)c6ccccc6C5=O)S(=O)(=O)c5ccc(C)cc5)cc5c2C4(C)c2c(cc(N(CCN4C(=O)c6ccccc6C4=O)S(=O)(=O)c4ccc(C)cc4)cc2O5)O3)cc1"	0
"Drug 38997"	"Cc1ccc(S(=O)(=O)N(CCNC(=O)c2cccc(O)c2O)c2cc3c4c(c2)Oc2cccc5c2C4(C)c2c(cccc2O3)O5)cc1"	0
"Drug 38998"	"Cc1ccc(S(=O)(=O)N(CCN)c2cc3c4c(c2)Oc2cccc5c2C4c2c(cccc2O3)O5)cc1"	0
"Drug 38999"	"COC(=O)C(=O)Nc1cc2c3c(c1)Oc1cccc4c1C3(C)c1c(cccc1O2)O4"	1
"Drug 39000"	"CC12c3c4cc(Br)cc3Oc3cc(Br)cc(c31)Oc1cc(Br)cc(c12)O4"	0
"Drug 39001"	"COC(=O)c1cc2c3c(c1)Oc1cc(C(=O)OC)cc4c1C3c1c(cc(C(=O)OC)cc1O4)O2"	0
"Drug 39002"	"CC12c3c4cc(NC(=O)C(=O)NCc5ccc(-c6ccccn6)nc5)cc3Oc3cc(NC(=O)C(=O)NCc5ccc(-c6ccccn6)nc5)cc(c31)OC1C=C(NC(=O)C(=O)NCc3ccc(-c5ccccn5)nc3)C=C(O4)C12"	0
"Drug 39003"	"C=C(C)COC(=O)COCC(=O)OCC(=C)C"	0
"Drug 39004"	"CON(C)C(=O)C1CC1(C)CO"	0
"Drug 39005"	"CC(NC(=O)C1CC1(C)CO)c1cccc2ccccc12"	0
"Drug 39006"	"CC(NC(=O)C1CC1(C)COC(=O)c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1)c1cccc2ccccc12"	0
"Drug 39007"	"CC1=CCC(CC(C#CCCCC2OCCO2)O[Si](C(C)C)(C(C)C)C(C)C)C(=O)CC1"	0
"Drug 39008"	"CCOC(=O)C(O)C(NC(=O)OC(C)(C)C)C(=O)OCC"	0
"Drug 39009"	"C=CC1OC(CCCOC(=O)C(C)(C)C)OC1CC"	0
"Drug 39010"	"C=CC(OCOCC[Si](C)(C)C)C(CC)OC(CCCOC(=O)C(C)(C)C)OC"	0
"Drug 39011"	"C=CCC1C2CCC(O[Si](C(C)C)(C(C)C)C(C)C)(C(C(=O)OC)C2)C1O"	0
"Drug 39012"	"CC(C)[Si](OC12CCC(CC1O)CC2C(=O)O)(C(C)C)C(C)C"	0
"Drug 39013"	"CC(C)[Si](OC12CCC(CC1O)CC2CO)(C(C)C)C(C)C"	0
"Drug 39014"	"O=C(OCC1CC2C(=O)CCCC2O1)c1ccccc1"	0
"Drug 39015"	"CON(C)C(=O)C1CCCO1"	0
"Drug 39016"	"O=C1CCCC2OC(COC(=O)c3ccccc3)CC2O1"	0
"Drug 39017"	"O=C1C=CCC2OC(COC(=O)Cc3ccccc3)CC2O1"	0
"Drug 39018"	"COCOCC1CCCN1CN1CCCC1COCOC"	0
"Drug 39019"	"O=C(OCC1CC2C(=O)OCCCC2O1)c1ccccc1"	0
"Drug 39020"	"O=C1CCCC2OC(COCc3ccccc3)CC12"	0
"Drug 39021"	"O=C1OCCCC2OC(COCc3ccccc3)CC12"	0
"Drug 39022"	"C=CCC1C(=O)C2(O[Si](C(C)C)(C(C)C)C(C)C)CCC1CC2NC(=O)OCC(Cl)(Cl)Cl"	0
"Drug 39023"	"COC(=O)NC1CC2CCC1(O[Si](C(C)C)(C(C)C)C(C)C)C(=O)C2"	0
"Drug 39024"	"C=C(CCOC)CCC1CCCCC(=C)C1O"	0
"Drug 39025"	"C=C(CCOC)CCC1CCCCC(=C)C1OC(C)=O"	0
"Drug 39026"	"C=CCCC1CCCCCC1=NN(C)C"	0
"Drug 39027"	"C=C(C)CCC1CCCCC(CN(C)C)C1=O"	0
"Drug 39028"	"O=C1C[N+]23CC(=O)[OH+][Zr]2456([OH+]1)([OH+]C(=O)C3)[OH+]C(=O)C[N+]4(CC(=O)[OH+]5)CC(=O)[OH+]6.[K+]"	0
"Drug 39029"	"[Cl-].c1cc2ccc3ccc[n+]4c3c2[n+](c1)[Co-4]412([n+]3cccc4ccc5ccc[n+]1c5c43)[n+]1cccc3ccc4ccc[n+]2c4c31"	0
"Drug 39030"	"C1CN[Co-4]23(N1)(NCCN2)NCCN3.O=C([O-])C(O)C(O)C(=O)[O-].[Cl-]"	0
"Drug 39031"	"CCOC(=O)c1c(C)nc2c3ccccc3c(C#N)c(C)n12"	0
"Drug 39032"	"Cc1c(C#N)c2ccccc2c2nc3ccccc3n12"	0
"Drug 39033"	"CC(=S)NC1C(Oc2ccc3c(C)cc(=O)oc3c2)OC(CO)C(O)C1O"	0
"Drug 39034"	"OC1OC(c2ccco2)C(F)(F)C(F)(F)C1(F)F"	0
"Drug 39035"	"OC1OC(c2ccc[nH]2)C(F)(F)C(F)(F)C1(F)F"	0
"Drug 39036"	"N#Cc1cc(Sc2ccc(N)c(C#N)c2)ccc1N"	0
"Drug 39037"	"O=C(O)c1cc(Sc2ccc([N+](=O)[O-])c(C(=O)O)c2)ccc1[N+](=O)[O-]"	0
"Drug 39038"	"Nc1ncnc2ccc(Sc3ccc4ncnc(N)c4c3)cc12"	0
"Drug 39039"	"Nc1nc(N)c2cc(Sc3ccc4nc(N)nc(N)c4c3)ccc2n1"	0
"Drug 39040"	"N#CCCN(CCC#N)c1ccc(C=C2N=C(c3ccccc3)N(c3ccccc3)C2=O)cc1"	0
"Drug 39041"	"N#CCCN(CCC#N)c1ccc(C=C2N=C(c3ccccc3)N(c3ccc(Cl)cc3)C2=O)cc1"	0
"Drug 39042"	"N#CCCN(CCC#N)c1ccc(C=C2N=C(c3ccccc3)N(c3ccc(F)cc3)C2=O)cc1"	0
"Drug 39043"	"COc1ccc(N2C(=O)C(=Cc3ccc(N(CCC#N)CCC#N)cc3)N=C2c2ccccc2)cc1"	0
"Drug 39044"	"COc1ccc(N2C(=O)C(=Cc3ccc(N(CCC#N)CCC#N)cc3)N=C2c2ccccc2)c(OC)c1"	0
"Drug 39045"	"N#CCCN(CCC#N)c1ccc(C=C2N=C(c3ccccc3)N(c3ccc(C(=O)O)cc3)C2=O)cc1"	0
"Drug 39046"	"N#CCCN(CCC#N)c1ccc(C=C2N=C(c3ccccc3)N(NC(=O)c3ccncc3)C2=O)cc1"	0
"Drug 39047"	"Cc1c(N2C(=O)C(=Cc3ccc(N(CCC#N)CCC#N)cc3)N=C2c2ccccc2)c(=O)n(-c2ccccc2)n1C"	0
"Drug 39048"	"N#CCCN(CCC#N)c1ccc(C=C2N=C(c3ccccc3)N(c3ccccn3)C2=O)cc1"	0
"Drug 39049"	"N#CCCN(CCC#N)c1ccc(C=C2N=C(c3ccccc3)N(NC(N)=S)C2=O)cc1"	0
"Drug 39050"	"CCOC(=O)c1nc2ccccc2nc1Oc1cc(OC)cc(OC)c1"	0
"Drug 39051"	"CCOC(=O)c1nc2ccccc2nc1Oc1ccc(OC)cc1"	0
"Drug 39052"	"CCOC(=O)c1nc2ccccc2nc1Oc1ccc(F)cc1"	0
"Drug 39053"	"CCOC(=O)c1nc2ccccc2nc1Oc1ccc(C#N)cc1"	0
"Drug 39054"	"CCOC(=O)c1nc2ccc(C(F)(F)F)cc2nc1Oc1cc(OC)c(OC)c(OC)c1"	0
"Drug 39055"	"CCOC(=O)c1nc2ccc(C(F)(F)F)cc2nc1Oc1cc(OC)cc(OC)c1"	0
"Drug 39056"	"CCOC(=O)c1nc2ccccc2nc1Oc1ccc(C(=O)OC)cc1"	0
"Drug 39057"	"CCOC(=O)c1nc2ccc(C(F)(F)F)cc2nc1Oc1ccc(OC)cc1"	0
"Drug 39058"	"CCOC(=O)c1nc2ccc(C(F)(F)F)cc2nc1Oc1ccc(F)cc1"	0
"Drug 39059"	"CCOC(=O)c1nc2ccc(C(F)(F)F)cc2nc1Oc1ccc(C#N)cc1"	0
"Drug 39060"	"CCOC(=O)c1nc2ccc(C(F)(F)F)cc2nc1Oc1ccc(C(=O)OC)cc1"	0
"Drug 39061"	"COc1ccc(Oc2nc3c(N)cc(C(F)(F)F)cc3nc2-c2ccccc2)cc1"	0
"Drug 39062"	"COc1cc(OC)cc(Oc2nc3c(N)cc(C(F)(F)F)cc3nc2-c2ccccc2)c1"	0
"Drug 39063"	"Cc1cccc(NC(=S)Nc2ccc(Cl)cc2)n1"	0
"Drug 39064"	"COc1ccc(NC(=S)Nc2cccc(C)n2)cc1"	0
"Drug 39065"	"COc1ccc(NC(=S)Nc2cc(C)ccn2)cc1"	0
"Drug 39066"	"Cc1cc(C)nc(NC(=S)Nc2ccc([N+](=O)[O-])cc2)c1"	0
"Drug 39067"	"O=[N+]([O-])c1ccc(NC(=S)Nc2ccccn2)cc1"	0
"Drug 39068"	"Cc1c(C=NNC(=S)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C"	0
"Drug 39069"	"Cc1c(C=NNC(=S)Nc2ccc([N+](=O)[O-])cc2)c(=O)n(-c2ccccc2)n1C"	0
"Drug 39070"	"COc1ccc(NC(=S)NN=Cc2c(C)n(C)n(-c3ccccc3)c2=O)cc1"	0
"Drug 39071"	"Cc1c(C=NNC(=S)Nc2cccc(Cl)c2)c(=O)n(-c2ccccc2)n1C"	0
"Drug 39072"	"COc1ccccc1NC(=S)NN=Cc1c(C)n(C)n(-c2ccccc2)c1=O"	0
"Drug 39073"	"Cc1cccc(NC(=S)Nc2ccc([N+](=O)[O-])cc2)n1"	0
"Drug 39074"	"Cc1ccnc(NC(=S)Nc2ccc([N+](=O)[O-])cc2)c1"	0
"Drug 39075"	"Brc1c(C#CCC2CCCCC2)ccc(C#CCC2CCCCC2)c1Br"	0
"Drug 39076"	"Brc1c(C#CCC(c2ccccc2)(c2ccccc2)c2ccccc2)ccc(C#CCC(c2ccccc2)(c2ccccc2)c2ccccc2)c1Br"	0
"Drug 39077"	"CC(C)(O)c1cc2c(cc1C(C)(C)O)-c1ccccc1-2"	0
"Drug 39078"	"C[Si](C)(C)C1=C2C(=O)c3ccccc3C(=O)C2=C([Si](C)(C)C)C2CCCCC12"	0
"Drug 39079"	"CC(=O)OCC1OC(N2C(=O)NC(=O)C3C=C4CCCCC4=CC32)C(OC(C)=O)C1OC(C)=O"	0
"Drug 39080"	"COCC1OC(N2C(=O)NC(=O)C3C=C4CCCCC4=CC32)C(OC)C1OC"	0
"Drug 39081"	"CC(=O)OCC1OC(N2C(=O)NC(=O)C3C=C4CCCCC4=CC32)CC1OC(C)=O"	0
"Drug 39082"	"COC(=O)c1c(C#C[Si](C)(C)C)c(C#C[Si](C)(C)C)c(C#C[Si](C)(C)C)c(C#C[Si](C)(C)C)c1C(=O)OC"	0
"Drug 39083"	"CC(=O)NCCC1CNc2ccccc21"	0
"Drug 39084"	"CC(=O)NCCC1CN(C(=O)C=CC#C[Si](C)(C)C)c2ccccc21"	0
"Drug 39085"	"CCN(CC)CCOC(=O)c1cc2ccccc2[nH]1.Cl"	0
"Drug 39086"	"Cl.O=C(OCCN1CCCC1)c1cc2ccccc2[nH]1"	0
"Drug 39087"	"Cl.O=C(OCCN1CCCCC1)c1cc2ccccc2[nH]1"	0
"Drug 39088"	"Cl.O=C(OCCN1CCNCC1)c1cc2ccccc2[nH]1"	0
"Drug 39089"	"CCN(CC)CCOC(=O)c1cc2ccccc2n1Cc1ccccc1.Cl"	0
"Drug 39090"	"Cl.O=C(OCCN1CCCC1)c1cc2ccccc2n1Cc1ccccc1"	0
"Drug 39091"	"Cl.O=C(OCCN1CCCCC1)c1cc2ccccc2n1Cc1ccccc1"	0
"Drug 39092"	"CCN(CC)CCOC(=O)c1cc2ccccc2n1-c1ccccc1.Cl"	0
"Drug 39093"	"Cl.O=C(OCCN1CCCC1)c1cc2ccccc2n1-c1ccccc1"	0
"Drug 39094"	"Cl.O=C(OCCN1CCCCC1)c1cc2ccccc2n1-c1ccccc1"	0
"Drug 39095"	"CC(CN(C)C)OC(=O)c1cc2ccccc2[nH]1.Cl"	0
"Drug 39096"	"CC(CN(C)C)OC(=O)c1cc2ccccc2n1Cc1ccccc1.Cl"	0
"Drug 39097"	"CC(CN(C)C)OC(=O)c1cc2ccccc2n1-c1ccccc1.Cl"	0
"Drug 39098"	"BC#N.Cc1cn(CCCN(C)C)c(=O)[nH]c1=O"	0
"Drug 39099"	"BC#N.CN(C)CCCn1ccc(=O)[nH]c1=O"	0
"Drug 39100"	"Cn1cc(B(O)O)c(=O)[nH]c1=O"	0
"Drug 39101"	"O=c1[nH]c(=O)n(Cc2ccccc2)cc1B(O)O"	0
"Drug 39102"	"COc1nc(=O)n(C)cc1B(O)O"	0
"Drug 39103"	"Cc1sc(C)c2c1C(=O)CC2N.Cl"	0
"Drug 39104"	"Cl.NC1CC(=O)c2cc(Cl)sc21"	0
"Drug 39105"	"COC(=O)c1cc(C(=CCCN)c2cc(Cl)c(OC)c(C(=O)OC)c2)cc(Cl)c1OC.Cl"	0
"Drug 39106"	"COC(=O)CCCC=C(c1cc(Cl)c(OC)c(C(=O)OC)c1)c1cc(Cl)c(OC)c(C(=O)OC)c1"	1
"Drug 39107"	"CC1=COC2OC3(C)CCC4C(C)CCC1C24OO3"	0
"Drug 39108"	"CC1CCC2C(C)C(O)OC3OC4(C)CCC1C32O4"	0
"Drug 39109"	"CC1=COC2OC3(C)CCC4C(C)CCC1C24O3"	0
"Drug 39110"	"C=C1C(O)OC2OC3(C)CCC4C(C)CCC1C24O3"	0
"Drug 39111"	"C=C1C(OO)OC2OC3(C)CCC4C(C)CCC1C24O3"	0
"Drug 39112"	"CC(=O)C1CCC(C)C2CCC3(C)OOC12C(OC=O)O3"	0
"Drug 39113"	"C=C1C(O)OC2OC3(C)CCC4C(C)CCC1C24OO3"	0
"Drug 39114"	"C=C1C(OC)OC2OC3(C)CCC4C(C)CCC1C24O3"	0
"Drug 39115"	"COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)OCc3ccc([N+](=O)[O-])cc3)c3ccccc43)[nH]c2c(OC)c1OC"	0
"Drug 39116"	"Cc1cccc2c(N)c3cccc(C(=O)NCC[N+]4(Cc5ccc([N+](=O)[O-])cc5)CCOCC4)c3nc12.Cl.[Cl-]"	0
"Drug 39117"	"COCC[N+](CCNC(=O)c1cccc2c(N)c3cccc(C)c3nc12)(CCOC)Cc1ccc([N+](=O)[O-])cc1.Cl.[Cl-]"	0
"Drug 39118"	"COc1ccc2[nH]c(S(=O)(=O)N3CC(CCl)c4ccc(N)cc43)cc2c1"	0
"Drug 39119"	"COc1ccc2[nH]c(C(=O)N3CC(CCl)c4ccc(N)cc43)cc2c1"	0
"Drug 39120"	"COc1cc2cc(C(=O)N3CC(CCl)c4c3cc(NC(=O)C(C)Nc3c([N+](=O)[O-])cc(C(=O)NCCN(C)C)cc3[N+](=O)[O-])c3ccccc43)[nH]c2c(OC)c1OC.Cl"	0
"Drug 39121"	"COc1cc2cc(C(=O)N3CC(CCl)c4ccc(N5CCN[Cr]567([O+]=C(C)[CH-]C(C)=[O+]6)[O+]=C(C)[CH-]C(C)=[O+]7)cc43)[nH]c2c(OC)c1OC.[O-][Cl+3]([O-])([O-])[O-]"	0
"Drug 39122"	"O=c1c(O)c(-c2cc(O)c(O)cc2O)oc2cc(O)c(C3OC(CO)C(O)C(O)C3O)c(O)c12"	0
"Drug 39123"	"CC(=O)c1c(O)cc(O)c(-c2c(C)cc(O)c3c2C(=O)c2cccc(O)c2C3=O)c1O"	0
"Drug 39124"	"COc1ccc(-n2c(SC(CN3CCOCC3)CN3CCCC3=O)nc3ccccc3c2=O)cc1.Cl"	0
"Drug 39125"	"Nc1nnc(-c2ccco2)c(-c2ccco2)n1"	0
"Drug 39126"	"Sc1ncc(-c2cncc(-c3cnc(S)nc3)n2)cn1"	0
"Drug 39127"	"C1OCN2c3nonc3N3COCN4c5nonc5N1C2C43"	0
"Drug 39128"	"CN(C)c1c(C2OC(CO)C(O)C2O)c(=O)c1=O"	0
"Drug 39129"	"CN(C)c1c(C2CC(O)C(CO)O2)c(=O)c1=O"	0
"Drug 39130"	"OCC1OC(c2cccc3cc(O)c(O)cc23)CC1O"	0
"Drug 39131"	"Cn1cc2c(=O)n3ncn(-c4ccc(Br)cc4)c3nc2n1"	0
"Drug 39132"	"CCOC(=O)C(C#N)=CN(CC)N=Cc1ccccc1"	0
"Drug 39133"	"CCOC(=O)C1(C(=O)OCC)C=C(c2ccccc2)N(C2OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C1=S"	0
"Drug 39134"	"CCOC(=O)C(C(=O)OCC)C(=S)NC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O"	0
"Drug 39135"	"COc1cc(OC)c2c(O)c(S(=O)(=O)c3ccc(C)cc3)c(=O)oc2c1"	0
"Drug 39136"	"COc1ccc2c(O)c(S(=O)(=O)c3ccc(C)cc3)c(=O)oc2c1OC"	0
"Drug 39137"	"Cc1ccc(S(=O)(=O)c2c(O)c3ccc(O)c(C)c3oc2=O)cc1"	0
"Drug 39138"	"Cc1ccc(S(=O)(=O)c2c(O)c3ccccc3n(C)c2=O)cc1"	0
"Drug 39139"	"Cc1cc(C)c2c(O)c(S(=O)(=O)c3ccc(Cl)cc3)c(=O)oc2c1"	0
"Drug 39140"	"O=C1CC(=O)n2cnc3cccc(c32)N1"	1
"Drug 39141"	"CCCC1C(=O)Nc2cccc3ncn(c23)C1=O"	0
"Drug 39142"	"C=CCC1C(=O)Nc2cccc3ncn(c23)C1=O"	0
"Drug 39143"	"CCOC(=O)CC(=O)Nc1cccc2nc[nH]c12"	0
"Drug 39144"	"CCCC(C(=O)Nc1cccc2nc[nH]c12)C(=O)OCC"	0
"Drug 39145"	"C=CCC(C(=O)Nc1cccc2nc[nH]c12)C(=O)OCC"	0
"Drug 39146"	"C1=NCCNCCNCCN=Cc2ccc(cc2)OCc2cccc(n2)COc2ccc1cc2"	0
"Drug 39147"	"C1=NCCNCCN=Cc2ccc(cc2)OCc2cccc(n2)COc2ccc1cc2"	0
"Drug 39148"	"C1=Nc2ccc(cc2)N=Cc2ccc(cc2)OCc2cccc(n2)COc2ccc1cc2"	0
"Drug 39149"	"C1=Nc2ccc(cc2)-c2ccc(cc2)N=Cc2ccc(cc2)OCc2cccc(n2)COc2ccc1cc2"	0
"Drug 39150"	"C1=NCCNCCNCCN=Cc2ccccc2OCc2cccc(n2)COc2ccccc21"	0
"Drug 39151"	"CCCCCCCCC[n+]1cccc(C2C(C(=O)OCC)=C(C)NC(C)=C2C(=O)OCC)c1.[Br-]"	0
"Drug 39152"	"CC1=C(C(=O)OC23CC4CC(CC(C4)C2)C3)C(c2ccccc2OC(F)F)C(C(=O)OC23CC4CC(CC(C4)C2)C3)=C(C)N1"	0
"Drug 39153"	"Cc1[nH]c(-c2ccccc2)c(O)c1C(=O)OC12CC3CC(CC(C3)C1)C2"	0
"Drug 39154"	"Cc1[nH]c(-c2ccccc2)c(O)c1C(=O)OC1CC(C)CCC1C(C)C"	0
"Drug 39155"	"CCC12CC(c3ccccc3)C(C(=O)N1)C(=O)N2"	0
"Drug 39156"	"CC1=C(C(N)=O)C(c2ccncc2)C(C#N)=C2SCC(=O)N12"	0
"Drug 39157"	"COC(=O)C1=C(C)NC2=C(C(=O)c3ccccc32)C1c1c[nH]nc1-c1ccccc1"	0
"Drug 39158"	"CCC(c1nc2ccccc2c(=O)n1NC(=O)C(C)(C)C)C1(O)CCCCC1"	0
"Drug 39159"	"O=c1n(CCCN2CCOCC2)nc2n1-c1ccc3ccccc3c1SC2"	0
"Drug 39160"	"O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2n1-c1ccc3ccccc3c1SC2"	0
"Drug 39161"	"OCc1cc2c(ccc3sc4ccc5sc6ccc7ncccc7c6c5c4c32)s1"	0
"Drug 39162"	"O=S1OCC(CCCl)O1"	0
"Drug 39163"	"N=c1ccn(C2CC(O)C(COP(=O)(S)OC3CC(n4ccc(=N)[nH]c4=O)OC3CO)O2)c(=O)[nH]1"	0
"Drug 39164"	"c1ccc(CSP234N5CCN2CCN3CCN4CC5)c(CSP234N5CCN2CCN3CCN4CC5)c1"	0
"Drug 39165"	"c1cc(CSP234N5CCN2CCN3CCN4CC5)cc(CSP234N5CCN2CCN3CCN4CC5)c1"	0
"Drug 39166"	"c1cc(CSP234N5CCN2CCN3CCN4CC5)ccc1CSP123N4CCN1CCN2CCN3CC4"	0
"Drug 39167"	"NS(=O)(=O)c1nnc(N=C(CCC(=O)O)C(=O)O)s1"	0
"Drug 39168"	"Clc1ccc(C(Cc2ccccc2)c2c(Cl)nc(N3CCNCC3)nc2Cl)cc1"	0
"Drug 39169"	"Clc1ccc(C(Cc2cccc(Cl)c2)c2c(Cl)nc(N3CCNCC3)nc2Cl)cc1"	0
"Drug 39170"	"CCOC(=O)C1(N)CCc2[nH][nH]c(=O)c2C1"	0
"Drug 39171"	"CCOC(=O)C1(NC(=O)OC(C)(C)C)CCc2[nH]oc(=O)c2C1"	0
"Drug 39172"	"COc1ccc(C2=NOC(N)(c3ccc(OC)cc3)C2)cc1"	0
"Drug 39173"	"CCN(CC)P1(=S)Oc2ccc3ccccc3c2-c2c(ccc3ccccc23)O1"	0
"Drug 39174"	"CCOC(=O)CCN1C(=O)c2ccc(NC(=O)C(=O)O)cc2S1(=O)=O"	0
"Drug 39175"	"O=C(O)CCC(=O)Nc1ccc2c(c1)S(=O)(=O)N(CC(=O)O)C2=O"	0
"Drug 39176"	"CCOC(=O)N1c2c(c3ccccc3n2C(=O)OCC)C(=O)C(OC)N1C(=O)OCC"	0
"Drug 39177"	"CCOC(=O)n1c2ccccc2c2c(O)c(OC)c3c(c21)C(=O)NC3=O"	0
"Drug 39178"	"Cl.Nc1nc(Cl)c(N)c(NCC2(CO)CC(CCCc3ccccc3)C2)n1"	0
"Drug 39179"	"C=C(C)C1CCC2(C)CCC3(C)C(C)(CCC4C5(C)CCC(OC(=O)CCC(=O)O)C(C)(C)C5CCC43C)C12"	1
"Drug 39180"	"O=C(CCCCC1CCSS1)N(C(=O)NC1CCCCC1)C1CCCCC1"	0
"Drug 39181"	"NC(=O)CNC(=O)CCCCC1CCSS1"	1
"Drug 39182"	"Nc1ncnc2c1ncn2C1COC(CO)C1CO"	0
"Drug 39183"	"Cc1cn(C2COC(CO)C2CO)c(=O)[nH]c1=O"	1
"Drug 39184"	"Nc1ncnc2c1ncn2C1CCC(CO)OC1"	0
"Drug 39185"	"Nc1nc(O)c2ncn(C3CCC(CO)OC3)c2n1"	0
"Drug 39186"	"COc1ccc(-c2c(-c3ccccc3)c(C)c3ccccn23)cc1"	0
"Drug 39187"	"CC(CC=CC(C)(C)O)C1CCC2(C)C3CCC4C(C)(C)C(O)CCC45CC35CCC12C"	0
"Drug 39188"	"C#CC=CCCCCC=CC#CC#CCCCC#CC#CC(COS(=O)(=O)O)OS(=O)(=O)O.[NaH]"	1
"Drug 39189"	"COc1ccc(CN(Cc2ccc(OC)cc2)C(=O)CC2(O)C=CCC2)cc1"	0
"Drug 39190"	"CC(C)c1nc2c(Cl)c3ncccc3cc2nc1O"	0
"Drug 39191"	"Oc1nc2cc(C(F)(F)F)ccc2nc1CBr"	0
"Drug 39192"	"CCOC(=O)C(C)c1nc2cc(N3CCN(C)CC3)c(F)cc2nc1O"	0
"Drug 39193"	"COC(=O)C1CCC(=O)N1C(c1cc(OC)c(OC)c(OC)c1)c1cc(OC)c(OC)c(OC)c1"	0
"Drug 39194"	"COc1cc(C(c2cc(OC)c(OC)c(OC)c2)N2C(=O)CCC2C(=O)O)cc(OC)c1OC"	0
"Drug 39195"	"COC(=O)C1CCC(=O)N1C(c1cc(OC)c(OC)c(OC)c1)c1cccc2ccccc12"	0
"Drug 39196"	"COc1cc(C(c2cccc3ccccc23)N2C(=O)CCC2C(=O)O)cc(OC)c1OC"	0
"Drug 39197"	"COc1cc(C(c2cccc3ccccc23)N2C(=O)CCC2C(=O)NCc2ccccc2)cc(OC)c1OC"	0
"Drug 39198"	"COc1cc(C2C3C=CC=C4CC=CC(=C43)C3CCC(=O)N32)cc(OC)c1OC"	0
"Drug 39199"	"COc1cc(C2c3c(ccc4ccccc34)C(=O)C3CCC(=O)N32)cc(OC)c1OC"	0
"Drug 39200"	"COc1cc2c(c(O)c1OC)C(=O)C1CCC(=O)N1C2c1cccc2ccccc12"	0
"Drug 39201"	"COc1cc(C2c3cccc4cccc(c34)C3CCC(=O)N32)cc(OC)c1O"	0
"Drug 39202"	"COc1cc(C2c3c(ccc4ccccc34)C(=O)C3CCC(=O)N32)cc(OC)c1O"	0
"Drug 39203"	"COc1cc(C2c3cc4c(cc3C(=O)C3CCC(=O)N32)OCO4)cc(OC)c1O"	0
"Drug 39204"	"COc1cc(C2c3cccc4cccc(c34)C3CCC(=O)N32)cc(O)c1O"	1
"Drug 39205"	"COc1cc2c(c(O)c1O)C(=O)C1CCC(=O)N1C2c1cccc2ccccc12"	0
"Drug 39206"	"C[Si](C)(C)OC1c2[nH]c3ccccc3c2CN2C(=O)CCC12"	0
"Drug 39207"	"COc1cc(C2c3cc(OC)c(OC)c(O)c3C(=O)C3CCC(=O)N32)cc(OC)c1OC"	0
