DrugBank ID,Name,Drug Groups,SMILES,Formula,ChemSpider ID,Wikipedia ID
DB12127,Sultamicillin,approved; investigational,[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(=O)OCOC(=O)[C@@H]1N2C(=O)C[C@@]2([H])S(=O)(=O)C1(C)C,C25H30N4O9S2,392048.0,Sultamicillin
DB12130,Lorlatinib,approved; investigational,C[C@H]1OC2=C(N)N=CC(=C2)C2=C(C#N)N(C)N=C2CN(C)C(=O)C2=C1C=C(F)C=C2,C21H19FN6O2,32813339.0,Lorlatinib
DB12141,Gilteritinib,approved; investigational,CCC1=C(NC2CCOCC2)N=C(NC2=CC=C(N3CCC(CC3)N3CCN(C)CC3)C(OC)=C2)C(=N1)C(N)=O,C29H44N8O3,32055842.0,AXL_receptor_tyrosine_kinase
DB12147,Erdafitinib,approved; investigational,COC1=CC(=CC(OC)=C1)N(CCNC(C)C)C1=CC=C2N=CC(=NC2=C1)C1=CN(C)N=C1,C25H30N6O2,35308353.0,Erdafitinib
DB12151,Brincidofovir,approved; investigational,CCCCCCCCCCCCCCCCOCCCOP(O)(=O)CO[C@H](CO)CN1C=CC(N)=NC1=O,C27H52N3O7P,424003.0,Brincidofovir
DB12153,Citicoline,approved; experimental,C[N+](C)(C)CCOP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O,C14H26N4O11P2,13207.0,Citicoline
DB12161,Deutetrabenazine,approved; investigational,[2H]C([2H])([2H])OC1=CC2=C(C=C1OC([2H])([2H])[2H])[C@@H]1CC(=O)[C@@H](CC(C)C)CN1CC2,C19H27NO3,32700662.0,Deutetrabenazine
DB12208,Iron isomaltoside 1000,approved; investigational,,,,
DB12235,Estetrol,approved; investigational,[H][C@@]12[C@@H](O)[C@@H](O)[C@H](O)[C@@]1(C)CC[C@]1([H])C3=CC=C(O)C=C3CC[C@@]21[H],C18H24O4,25245.0,Estetrol
DB12243,Edaravone,approved; investigational,CC1=NN(C(=O)C1)C1=CC=CC=C1,C10H10N2O,3881.0,Edaravone
DB12245,Triclabendazole,approved; investigational,CSC1=NC2=C(N1)C=C(Cl)C(OC1=CC=CC(Cl)=C1Cl)=C2,C14H9Cl3N2OS,45565.0,Triclabendazole
DB12265,Fexinidazole,approved; investigational,CSC1=CC=C(OCC2=NC=C(N2C)[N+]([O-])=O)C=C1,C12H13N3O3S,62032.0,Fexinidazole
DB12267,Brigatinib,approved; investigational,COC1=CC(=CC=C1NC1=NC=C(Cl)C(NC2=CC=CC=C2P(C)(C)=O)=N1)N1CCC(CC1)N1CCN(C)CC1,C29H39ClN7O2P,34982928.0,Brigatinib
DB12277,Polihexanide,approved; investigational,,,,Polyhexanide
DB12278,Propiverine,approved; investigational,CCCOC(C(=O)OC1CCN(C)CC1)(C1=CC=CC=C1)C1=CC=CC=C1,C23H29NO3,4773.0,Propiverine
DB12293,Nefopam,approved; investigational,CN1CCOC(C2=CC=CC=C2)C2=CC=CC=C2C1,C17H19NO,4295.0,Nefopam
DB12300,P-nitrobiphenyl,approved; experimental; investigational,O=N(=O)C1=CC=C(C=C1)C1=CC=CC=C1,C12H9NO2,21109008.0,
DB12301,Doravirine,approved; investigational,CN1C(=O)NN=C1CN1C=CC(=C(OC2=CC(=CC(Cl)=C2)C#N)C1=O)C(F)(F)F,C17H11ClF3N5O3,28424197.0,Doravirine
DB12313,Dopexamine,approved; investigational,OC1=C(O)C=C(CCNCCCCCCNCCC2=CC=CC=C2)C=C1,C22H32N2O2,50102.0,Dopexamine
DB12328,Cantharidin,approved; investigational,[H][C@]12CC[C@]([H])(O1)[C@]1(C)C(=O)OC(=O)[C@]21C,C10H12O4,5731.0,Cantharidin
DB12329,Eravacycline,approved; investigational,[H][C@@]12CC3=C(F)C=C(NC(=O)CN4CCCC4)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,C27H31FN4O8,28495485.0,Eravacycline
DB12332,Rucaparib,approved; investigational,CNCC1=CC=C(C=C1)C1=C2CCNC(=O)C3=C2C(N1)=CC(F)=C3,C19H18FN3O,8107584.0,Rucaparib
DB12343,Temocillin,approved; investigational,CO[C@]1(NC(=O)C(C(O)=O)C2=CSC=C2)[C@H]2SC(C)(C)[C@@H](N2C1=O)C(O)=O,C16H18N2O7S2,150149.0,Temocillin
DB12362,Diaminopropanol tetraacetic acid,approved; investigational,OC(CN(CC(O)=O)CC(O)=O)CN(CC(O)=O)CC(O)=O,C11H18N2O9,17441.0,
DB12364,Betrixaban,approved; investigational,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC1=CC=C(Cl)C=N1,C23H22ClN5O3,18981107.0,Betrixaban
DB12371,Siponimod,approved; investigational,CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F,C29H35F3N2O3,29315058.0,Siponimod
DB12377,Relebactam,approved; investigational,OS(=O)(=O)ON1[C@H]2C[N@]([C@@H](CC2)C(=O)NC2CCNCC2)C1=O,C12H20N4O6S,31137585.0,Relebactam
DB12401,Bromperidol,approved; investigational,OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Br)C=C1,C21H23BrFNO2,2354.0,Bromperidol
DB12404,Remimazolam,approved; investigational,COC(=O)CC[C@@H]1N=C(C2=CC=CC=N2)C2=CC(Br)=CC=C2N2C(C)=CN=C12,C21H19BrN4O2,8043503.0,Remimazolam
DB12407,Iobitridol,approved; investigational,CN(CC(O)CO)C(=O)C1=C(I)C(C(=O)N(C)CC(O)CO)=C(I)C(NC(=O)C(CO)CO)=C1I,C20H28I3N3O9,59379.0,Iobitridol
DB12434,Steviolbioside,approved; investigational,C[C@@]12CCC[C@](C)([C@H]1CC[C@@]13CC(=C)[C@@](C1)(CC[C@@H]23)O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(O)=O,C32H50O13,10209449.0,
DB12455,Omadacycline,approved; investigational,[H][C@@]12CC3=C(C=C(CNCC(C)(C)C)C(O)=C3C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2)N(C)C,C29H40N4O7,20131003.0,Omadacycline
DB12457,Rimegepant,approved; investigational,N[C@H]1[C@@H](CC[C@@H](OC(=O)N2CCC(CC2)N2C(=O)NC3=NC=CC=C23)C2=C1C=CC=N2)C1=C(F)C(F)=CC=C1,C28H28F2N6O3,27289072.0,Rimegepant
DB12466,Favipiravir,approved; investigational,NC(=O)C1=NC(F)=CN=C1O,C5H4FN3O2,431002.0,Favipiravir
DB12471,Ibrexafungerp,approved; investigational,[H][C@]12CC[C@@]3([H])[C@@]4(C)COC[C@@]3(C[C@H]([C@@H]4OC[C@](C)(N)C(C)(C)C)N3N=CN=C3C3=CC=NC=C3)C1=CC[C@@]1(C)[C@H](C(O)=O)[C@](C)(CC[C@]21C)[C@H](C)C(C)C,C44H67N5O4,64873335.0,Ibrexafungerp
DB12473,Taurolidine,approved; investigational,O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,C7H16N4O4S2,27486.0,Taurolidine
DB12474,Lynestrenol,approved; investigational,C[C@]12CC[C@H]3[C@@H](CCC4=CCCC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,C20H28O,5648.0,Lynestrenol
DB12480,Betulinic Acid,approved; investigational,[H]OC(=O)[C@]12CC[C@@]([H])(C(C)=C)[C@]1([H])[C@@]1([H])CC[C@]3([H])[C@@]4(C)CC[C@]([H])(O[H])C(C)(C)[C@]4([H])CC[C@@]3(C)[C@]1(C)CC2,C30H48O3,58496.0,
DB12483,Copanlisib,approved; investigational,COC1=C(OCCCN2CCOCC2)C=CC2=C1N=C(NC(=O)C1=CN=C(N)N=C1)N1CCN=C21,C23H28N8O4,25069683.0,Copanlisib
DB12492,Piritramide,approved; investigational,NC(=O)C1(CCN(CCC(C#N)(C2=CC=CC=C2)C2=CC=CC=C2)CC1)N1CCCCC1,C27H34N4O,8967.0,Piritramide
DB12499,Clascoterone,approved; investigational,[H][C@@]12CC[C@](OC(=O)CC)(C(=O)CO)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C24H34O5,9924713.0,Clascoterone
DB12500,Fedratinib,approved; investigational,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1NC1=CC=CC(=C1)S(=O)(=O)NC(C)(C)C,C27H36N6O3S,17626393.0,Fedratinib
DB12523,Mizolastine,approved; investigational,CN(C1CCN(CC1)C1=NC2=C(C=CC=C2)N1CC1=CC=C(F)C=C1)C1=NC=CC(=O)N1,C24H25FN6O,59315.0,Mizolastine
DB12529,Nitrite,approved; investigational,[O-]N=O,NO2,921.0,Nitrite
DB12532,Oxetacaine,approved; investigational,CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1,C28H41N3O3,4460.0,Oxetacaine
DB12537,"1,2-Benzodiazepine",approved; investigational,N1N=CC=CC2=CC=CC=C12,C9H8N2,118687.0,Benzodiazepine
DB12543,Samidorphan,approved; investigational,NC(=O)C1=CC=C2C[C@H]3N(CC4CC4)CC[C@@]4(CC(=O)CC[C@@]34O)C2=C1O,C21H26N2O4,23259667.0,Samidorphan
DB12554,Mebeverine,approved; investigational,CCN(CCCCOC(=O)C1=CC(OC)=C(OC)C=C1)C(C)CC1=CC=C(OC)C=C1,C25H35NO5,3891.0,Mebeverine
DB12597,Asciminib,approved; investigational,O[C@@H]1CCN(C1)C1=C(C=C(C=N1)C(=O)NC1=CC=C(OC(F)(F)Cl)C=C1)C1=CC=NN1,C20H18ClF2N5O3,52085218.0,Asciminib
DB12602,Pentetreotide,approved; investigational,C[C@@H](O)[C@@H](CO)NC(=O)[C@@H]1CSSC[C@H](NC(=O)[C@@H](CC2=CC=CC=C2)NC(=O)CN(CCN(CCN(CC(O)=O)CC(O)=O)CC(O)=O)CC(O)=O)C(=O)N[C@@H](CC2=CC=CC=C2)C(=O)N[C@H](CC2=CNC3=CC=CC=C23)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N1,C63H87N13O19S2,65105.0,
DB12612,Ozanimod,approved; investigational,CC(C)OC1=C(C=C(C=C1)C1=NC(=NO1)C1=C2CC[C@H](NCCO)C2=CC=C1)C#N,C23H24N4O3,34979946.0,Ozanimod
DB12615,Plazomicin,approved; investigational,CN[C@@H]1[C@@H](O)[C@@H](O[C@H]2[C@@H](C[C@H](N)[C@@H](O[C@H]3OC(CNCCO)=CC[C@H]3N)[C@@H]2O)NC(=O)[C@@H](O)CCN)OC[C@]1(C)O,C25H48N6O10,26390008.0,Plazomicin
DB12667,Protionamide,approved; investigational,CCCC1=CC(=CC=N1)C(N)=S,C9H12N2S,579891.0,Prothionamide
DB12674,Lurbinectedin,approved; investigational,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4NC4=CC=C(OC)C=C54)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@@]2([H])N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,C41H44N4O10S,32701856.0,Lurbinectedin
DB12710,Perazine,approved; investigational,CN1CCN(CCCN2C3=CC=CC=C3SC3=CC=CC=C23)CC1,C20H25N3S,4582.0,Perazine
DB12713,Sotagliflozin,approved; investigational,CCOC1=CC=C(CC2=CC(=CC=C2Cl)[C@@H]2O[C@H](SC)[C@@H](O)[C@H](O)[C@H]2O)C=C1,C21H25ClO5S,27289071.0,Sotagliflozin
DB12728,Fenpropidin,approved; experimental,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C,C19H31N,82797.0,
DB12754,Iodide,approved; experimental,[I-],I,28015.0,Iodide
DB12767,Gaxilose,approved; investigational,OC[C@@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)[C@@H](O)C=O,C11H20O10,2339540.0,
DB12783,Benserazide,approved; investigational,NC(CO)C(=O)NNCC1=C(O)C(O)=C(O)C=C1,C10H15N3O5,2237.0,Benserazide
DB12789,Dinoprost,approved; investigational,[H]\C(CCCC(O)=O)=C(/[H])C[C@@]1([H])[C@@]([H])(O)C[C@@]([H])(O)[C@]1([H])C(\[H])=C(/[H])[C@@]([H])(O)CCCCC,C20H34O5,4444062.0,Prostaglandin_F2alpha
DB12792,Boscalid,approved; experimental,ClC1=CC=C(C=C1)C1=C(NC(=O)C2=C(Cl)N=CC=C2)C=CC=C1,C18H12Cl2N2O,184713.0,
DB12808,Trifarotene,approved; investigational,CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O,C29H33NO4,9693029.0,Trifarotene
DB12821,Perflubutane,approved; investigational,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C4F10,13862701.0,Perfluorobutane
DB12825,Lefamulin,approved; investigational,[H][C@@]12C(=O)CC[C@]11CCC(C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CS[C@@H]1CC[C@@H](N)C[C@H]1O,C28H45NO5S,,Lefamulin
DB12834,Secnidazole,approved,CC(O)CN1C(C)=NC=C1N(=O)=O,C7H11N3O3,64839.0,Secnidazole
DB12839,Pegvaliase,approved; investigational,COCCOCCCCCC(=O)NCCCC[C@H](N)C(O)=O,C15H30N2O5,58172730.0,Pegvaliase
DB12865,Etelcalcetide,approved; investigational,C[C@@H](NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](CCCNC(N)=N)NC(=O)[C@@H](C)NC(=O)[C@@H](CSSC[C@H](N)C(O)=O)NC(C)=O)C(=O)N[C@H](CCCNC(N)=N)C(N)=O,C38H73N21O10S2,32697932.0,Etelcalcetide
DB12867,Benperidol,approved; investigational,OC1=NC2=CC=CC=C2N1C1CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1,C22H24FN3O2,15521.0,Benperidol
DB12877,Oxatomide,approved; investigational,O=C1NC2=C(C=CC=C2)N1CCCN1CCN(CC1)C(C1=CC=CC=C1)C1=CC=CC=C1,C27H30N4O,4454.0,Oxatomide
DB12887,Tazemetostat,approved; investigational,CCN(C1CCOCC1)C1=C(C)C(=CC(=C1)C1=CC=C(CN2CCOCC2)C=C1)C(=O)NCC1=C(C)C=C(C)NC1=O,C34H44N4O4,30208713.0,Tazemetostat
DB12911,Nicoboxil,approved; investigational,CCCCOCCOC(=O)C1=CN=CC=C1,C12H17NO3,14176.0,
DB12924,Ozenoxacin,approved; investigational,CNC1=NC=C(C=C1C)C1=CC=C2C(=O)C(=CN(C3CC3)C2=C1C)C(O)=O,C21H21N3O3,8039521.0,Ozenoxacin
DB12938,Isoxaflutole,approved; experimental; investigational,[H]C1=NOC(=C1C(=O)C1=C(C([H])=C(C([H])=C1[H])C(F)(F)F)S(=O)(=O)C([H])([H])[H])C1([H])C([H])([H])C1([H])[H],C15H12F3NO4S,75869.0,
DB12941,Darolutamide,approved; investigational,C[C@@H](CN1C=CC(=N1)C1=CC=C(C#N)C(Cl)=C1)NC(=O)C1=NNC(=C1)C(C)O,C19H19ClN6O2,38772320.0,Darolutamide
DB12942,Lactitol,approved; investigational,OC[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,C12H24O11,138481.0,Lactitol
DB12945,Dihydralazine,approved; experimental,NNC1=C2C=CC=CC2=C(NN)N=N1,C8H10N6,9813.0,Dihydralazine
DB12952,Methylprednisone,approved; investigational,C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)CC(=O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12,C22H28O5,110996.0,
DB12954,Terizidone,approved; investigational,O=C1NOCC1\N=C\C1=CC=C(\C=N\C2CONC2=O)C=C1,C14H14N4O4,59144.0,Terizidone
DB12965,Silver,approved; investigational,[Ag],Ag,22394.0,Silver
DB12978,Pexidartinib,approved; investigational,FC(F)(F)C1=CC=C(CNC2=NC=C(CC3=CNC4=NC=C(Cl)C=C34)C=C2)C=N1,C20H15ClF3N5,35308322.0,Pexidartinib
DB12982,Silicon,approved; investigational,[Si],Si,4574465.0,Silicon
DB13063,Parthenolide,approved; investigational,C\C1=C/CC[C@@]2(C)O[C@H]2[C@H]2OC(=O)C(=C)[C@@H]2CC1,C15H20O3,20126246.0,Parthenolide
DB13074,Macimorelin,approved; investigational,CC(C)(N)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)C(=O)N[C@H](CC1=CNC2=CC=CC=C12)NC=O,C26H30N6O3,7980698.0,Macimorelin
DB13076,Yttrium Y-90,approved; investigational,[90Y],Y,94570.0,
DB13085,Lumefantrine co-artemether,approved; investigational,[H][C@@]12CC[C@@H](C)[C@]3([H])CC[C@]4(C)OO[C@@]13[C@]([H])(O[C@H](OC)[C@@H]2C)O4.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1.CCCCN(CCCC)CC(O)C1=CC(Cl)=CC2=C1C1=CC=C(Cl)C=C1\C2=C\C1=CC=C(Cl)C=C1,C346H378Cl33N11O16,,Artemether/lumefantrine
DB13100,Biguanide,approved; investigational,NC(=N)NC(N)=N,C2H7N5,5726.0,Biguanide
DB13114,Amitriptylinoxide,approved; investigational,CN(C)(=O)CCC=C1C2=CC=CC=C2CCC2=CC=CC=C12,C20H23NO,19137.0,Amitriptylinoxide
DB13116,Norflurane,approved; experimental,FCC(F)(F)F,C2H2F4,12577.0,"1,1,1,2-Tetrafluoroethane"
DB13117,Pentafluoropropane,approved; investigational,FC(F)CC(F)(F)F,C3H3F5,61345.0,Pentafluoropropane
DB13125,Lusutrombopag,approved; investigational,CCCCCCO[C@@H](C)C1=C(OC)C(=CC=C1)C1=CSC(NC(=O)C2=CC(Cl)=C(\C=C(/C)C(O)=O)C(Cl)=C2)=N1,C29H32Cl2N2O5S,28529616.0,Lusutrombopag
DB13136,Fluindione,approved; investigational,FC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,C15H9FO2,62167.0,Fluindione
DB13139,Levosalbutamol,approved; investigational,CC(C)(C)NC[C@H](O)C1=CC(CO)=C(O)C=C1,C13H21NO3,110192.0,Levosalbutamol
DB13142,Calcium glubionate anhydrous,approved,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@@H](O)[C@H](O[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)[C@H](O)CO,C18H32CaO19,58310.0,Calcium_glubionate
DB13145,Nedaplatin,approved; investigational,[H][N]([H])([H])[Pt]1(OCC(=O)O1)[N]([H])([H])[H],C2H8N2O3Pt,7972206.0,Nedaplatin
DB13146,Fluciclovine (18F),approved,N[C@]1(C[C@H]([18F])C1)C(O)=O,C5H8FNO2,23313216.0,Fluciclovine_(18F)
DB13153,Levomenol,approved; experimental,[H][C@@]1(CCC(C)=CC1)[C@@](C)(O)CCC=C(C)C,C15H26O,390796.0,Bisabolol
DB13154,Parachlorophenol,approved,OC1=CC=C(Cl)C=C1,C6H5ClO,13875219.0,
DB13155,Esculin,approved,OC[C@H]1O[C@@H](OC2=C(O)C=C3OC(=O)C=CC3=C2)[C@H](O)[C@@H](O)[C@@H]1O,C15H16O9,4444765.0,Aesculin
DB13156,Inosine pranobex,approved,C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.CC(=O)NC1=CC=C(C=C1)C(O)=O.OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=NC2=C1N=CNC2=O,C52H78N10O17,58829622.0,Inosine_pranobex
DB13157,Sodium lauryl sulfoacetate,approved; experimental,[Na+].CCCCCCCCCCCCOC(=O)CS([O-])(=O)=O,C14H27NaO5S,15024.0,Sodium_citrate/sodium_lauryl_sulfoacetate/glycerol
DB13158,Clobetasone,approved,[H][C@]1(C)C[C@@]2([H])[C@]3([H])CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)C(=O)C[C@]2(C)[C@@]1(O)C(=O)CCl,C22H26ClFO4,64482.0,Clobetasone
DB13163,Terpin hydrate,approved; experimental,O.CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,C10H22O3,16736914.0,Terpin
DB13166,Zofenopril,approved,C[C@H](CSC(=O)C1=CC=CC=C1)C(=O)N1C[C@H](C[C@H]1C(O)=O)SC1=CC=CC=C1,C22H23NO4S2,83422.0,Zofenopril
DB13167,Alclofenac,approved; withdrawn,OC(=O)CC1=CC(Cl)=C(OCC=C)C=C1,C11H11ClO3,28714.0,Alclofenac
DB13170,Plecanatide,approved; investigational,[H][C@@]12CSSC[C@H](NC(=O)CNC(=O)[C@@]([H])(NC(=O)[C@]([H])(CSSC[C@H](NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(O)=O)NC(=O)[C@@H](N)CC(N)=O)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC(C)C)C(=O)N1)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC2=O)C(C)C)C(C)C)[C@@H](C)O)C(=O)N[C@@H](CC(C)C)C(O)=O,C65H104N18O26S4,28530494.0,Plecanatide
DB13178,Inositol,approved; investigational; withdrawn,O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@H](O)[C@@H]1O,C6H12O6,10239179.0,Inositol
DB13179,Troleandomycin,approved,CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@@H]([C@H]3OC(C)=O)N(C)C)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O,C41H67NO15,16707.0,Troleandomycin
DB13180,Gluconic Acid,approved; investigational,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)C(O)=O,C6H12O7,10240.0,Gluconic_acid
DB13209,Bismuth subnitrate,approved,[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[OH-].[O--].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[Bi+3].[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O.[O-][N+]([O-])=O,Bi5H9N4O22,32699716.0,Bismuth_oxynitrate
DB13211,Guanoxan,approved,NC(=N)NCC1COC2=C(O1)C=CC=C2,C10H13N3O2,15704.0,Guanoxan
DB13213,Butaperazine,approved,CCCC(=O)C1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,C24H31N3OS,12078.0,Butaperazine
DB13216,Oxolamine,approved,CCN(CC)CCC1=NC(=NO1)C1=CC=CC=C1,C14H19N3O,13143.0,Oxolamine
DB13218,Mandelic acid,approved,OC(C(O)=O)C1=CC=CC=C1,C8H8O3,1253.0,Mandelic_acid
DB13219,Medifoxamine,approved,CN(C)CC(OC1=CC=CC=C1)OC1=CC=CC=C1,C16H19NO2,33212.0,Medifoxamine
DB13221,Apronalide,approved,CC(C)C(CC=C)C(=O)NC(N)=O,C9H16N2O2,10264.0,Apronal
DB13222,Tilbroquinol,approved,CC1=C2C=CC=NC2=C(O)C(Br)=C1,C10H8BrNO,59034.0,Tilbroquinol
DB13225,Dibenzepin,approved,CN(C)CCN1C2=CC=CC=C2N(C)C2=CC=CC=C2C1=O,C18H21N3O,9048.0,Dibenzepin
DB13228,Flosequinan,approved,CN1C=C(C(=O)C2=C1C=C(F)C=C2)S(C)=O,C11H10FNO2S,3672315.0,Flosequinan
DB13231,Calcium lactate,approved; investigational; vet_approved,[Ca++].CC(O)C([O-])=O.CC(O)C([O-])=O,C6H10CaO6,12592.0,Calcium_lactate
DB13235,Perboric acid,approved,OOB=O,BHO3,102872.0,Sodium_perborate
DB13245,Thiram,approved; experimental,CN(C)C(=S)SSC(=S)N(C)C,C6H12N2S4,5256.0,Thiram
DB13246,Quinupramine,approved,C1CN2CCC1C(C2)N1C2=CC=CC=C2CCC2=CC=CC=C12,C21H24N2,84098.0,Quinupramine
DB13247,Pramiracetam,approved,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,C14H27N3O2,46801.0,Pramiracetam
DB13248,Phthalylsulfathiazole,approved,OC(=O)C1=CC=CC=C1C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1,C17H13N3O5S2,4641.0,Phthalylsulfathiazole
DB13249,Magnesium silicate,approved,[O--].[O--].[O--].[Mg++].[Si+4],MgO3Si,32698785.0,Talc
DB13253,Proxibarbal,approved,CC(O)CC1(CC=C)C(=O)NC(=O)NC1=O,C10H14N2O4,16406.0,Proxibarbital
DB13256,Clothiapine,approved,CN1CCN(CC1)C1=NC2=CC=CC=C2SC2=C1C=C(Cl)C=C2,C18H18ClN3S,15510.0,Clotiapine
DB13257,Ferrous sulfate anhydrous,approved,[Fe++].[O-]S([O-])(=O)=O,FeO4S,22804.0,Iron(II)_sulfate
DB13258,Etofamide,approved,CCOCCN(CC1=CC=C(OC2=CC=C(C=C2)[N+]([O-])=O)C=C1)C(=O)C(Cl)Cl,C19H20Cl2N2O5,59142.0,Etofamide
DB13259,Ethyl chloride,approved; experimental; investigational,CCCl,C2H5Cl,6097.0,Chloroethane
DB13262,Aceclidine,approved,CC(=O)OC1CN2CCC1CC2,C9H15NO2,1902.0,Aceclidine
DB13265,Hexobendine,approved,COC1=CC(=CC(OC)=C1OC)C(=O)OCCCN(C)CCN(C)CCCOC(=O)C1=CC(OC)=C(OC)C(OC)=C1,C30H44N2O10,5573.0,Hexobendine
DB13267,Ritiometan,approved,OC(=O)CSC(SCC(O)=O)SCC(O)=O,C7H10O6S3,59206.0,Ritiometan
DB13268,Acetarsol,approved; withdrawn,CC(=O)NC1=CC(=CC=C1O)[As](O)(O)=O,C8H10AsNO5,1908.0,Acetarsol
DB13269,Dichlorobenzyl alcohol,approved,OCC1=C(Cl)C=C(Cl)C=C1,C7H6Cl2O,14918.0,"2,4-Dichlorobenzyl_alcohol"
DB13270,Dibekacin,approved,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,C18H37N5O8,413666.0,Dibekacin
DB13273,Sultopride,approved,CCN1CCCC1CNC(=O)C1=CC(=CC=C1OC)S(=O)(=O)CC,C17H26N2O4S,5164.0,Sultopride
